@relation JM1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
4,13,0,0,7,4,4,17,20.33,15.38,4811.58,0.1,62,0.07,267.31,312.75,20,42,13,20,23,N
3,1,0,0,1,1,1,9,31.94,8.03,2063.94,0.09,56,0.12,114.66,256.76,19,37,13,11,15,N
1,7,0,0,4,2,1,13,19.24,13.64,3577.73,0.09,58,0.07,198.76,262.37,25,33,11,12,14,N
3,17,0,0,9,1,1,23,47.17,12.48,7346.58,0.2,113,0.08,408.14,588.67,52,61,25,12,28,N
7,7,0,8,4,2,3,14,20.89,9,1691.85,0.06,41,0.11,93.99,187.98,18,23,12,12,31,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,N
11,7,0,0,4,3,1,30,39.66,17.86,12647.85,0.24,137,0.06,702.66,708.28,50,87,21,15,43,Y
0,3,0,0,2,2,1,12,27.19,10.33,2902.9,0.09,65,0.1,161.27,280.93,31,34,12,8,12,N
4,3,0,0,2,2,1,14,34.78,4.85,816.84,0.06,39,0.21,45.38,168.56,18,21,13,7,20,N
11,39,13,11,20,8,14,71,27.85,44.33,54735.73,0.41,237,0.02,3040.87,1234.64,84,153,18,19,108,N
4,3,0,0,2,1,1,11,25.72,9.75,2444.99,0.08,54,0.1,135.83,250.77,18,36,12,13,17,N
3,21,0,4,11,2,10,40,23.91,51.06,62335.54,0.41,238,0.02,3463.09,1220.77,86,152,16,19,50,Y
4,11,0,0,6,5,4,25,25.24,18.28,8436.95,0.15,95,0.05,468.72,461.51,45,50,16,13,31,N
0,1,0,0,1,1,1,3,11.83,3.75,166.42,0.01,14,0.27,9.25,44.38,6,8,4,5,5,N
11,59,3,5,30,13,19,84,80.08,25.73,53012.97,0.69,325,0.04,2945.16,2060.44,138,187,59,22,105,Y
5,3,0,6,2,2,1,13,36.14,6.13,1359.48,0.07,49,0.16,75.53,221.65,23,26,15,8,26,N
0,3,0,0,2,2,1,7,29.91,3.06,279.21,0.03,24,0.33,15.51,91.38,11,13,9,5,9,N
4,7,0,3,4,3,1,24,29.03,15.84,7284.13,0.15,87,0.06,404.67,459.83,41,46,22,17,33,N
1,9,0,2,5,5,1,30,32.2,18,10432.96,0.19,113,0.06,579.61,579.61,48,65,20,15,35,N
0,1,0,0,1,1,1,3,24.38,2.5,152.36,0.02,17,0.4,8.46,60.94,7,10,7,5,6,N
8,19,1,3,10,5,1,40,34.85,22.13,17060.62,0.26,143,0.05,947.81,771.1,59,84,24,18,54,Y
0,3,0,0,2,2,1,6,19.19,3.86,285.46,0.02,20,0.26,15.86,74.01,9,11,7,6,8,N
9,25,2,3,13,5,6,47,34.18,28.75,28252.56,0.33,180,0.03,1569.59,982.7,69,111,24,20,63,N
4,11,0,0,6,3,6,32,26.71,29.62,23427.52,0.26,153,0.03,1301.53,791,53,100,17,19,40,N
21,18,0,0,12,7,1,55,35.75,20.92,15645.96,0.25,147,0.05,869.22,747.86,53,94,19,15,78,Y
1,1,0,0,1,1,1,5,15.86,4.67,345.37,0.02,20,0.21,19.19,74.01,8,12,6,7,8,N
2,3,0,0,2,2,1,15,49.11,4.93,1192.85,0.08,56,0.2,66.27,242.03,23,33,14,6,19,Y
1,7,0,0,4,1,4,19,15.85,10,1584.57,0.05,38,0.1,88.03,158.46,16,22,8,10,20,N
2,5,0,0,3,3,1,15,26.4,6.25,1031.24,0.05,37,0.16,57.29,165,15,22,12,10,19,N
0,1,0,0,1,1,1,4,16.5,2,66,0.01,11,0.5,3.67,33,4,7,4,4,6,N
1,1,0,0,1,1,1,4,20.49,3.5,250.95,0.02,20,0.29,13.94,71.7,7,13,6,6,7,N
2,3,0,0,2,2,1,8,13.96,6,502.57,0.03,22,0.17,27.92,83.76,9,13,6,8,12,N
1,3,0,1,2,2,1,17,37.73,13.89,7277.8,0.17,109,0.07,404.32,524,50,59,18,10,21,N
2,1,0,0,1,1,1,2,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,6,N
4,3,0,7,2,2,1,14,34.61,6.57,1494.55,0.08,51,0.15,83.03,227.43,23,28,14,8,27,N
6,15,0,1,8,4,1,34,18.36,27.44,13829.69,0.17,113,0.04,768.32,503.92,38,75,9,13,43,Y
0,3,1,0,2,1,1,8,16.8,3.5,205.84,0.02,17,0.29,11.44,58.81,4,13,4,7,11,N
18,17,0,10,9,7,1,46,39.89,30,35902.24,0.4,207,0.03,1994.57,1196.74,72,135,30,25,77,Y
2,5,0,1,3,2,3,12,17.9,10.5,1973.83,0.06,41,0.1,109.66,187.98,15,26,10,14,17,N
3,1,0,3,1,1,1,10,78.82,2.12,353.45,0.06,38,0.47,19.64,166.91,18,20,17,4,16,N
1,3,0,1,2,2,1,7,11.42,6.67,507.65,0.03,20,0.15,28.2,76.15,10,10,6,8,11,N
4,9,1,4,5,2,4,20,21.3,12.5,3328.42,0.09,56,0.08,184.91,266.27,20,36,12,15,31,N
6,45,2,15,23,14,15,66,69.84,23.01,36980.17,0.54,264,0.04,2054.44,1607.09,103,161,47,21,91,N
3,3,0,2,2,2,1,15,28.92,8.31,1998.64,0.08,49,0.12,111.04,240.44,19,30,16,14,22,N
8,9,0,9,5,1,1,50,32.18,44.18,62806.83,0.47,269,0.02,3489.27,1421.77,93,176,20,19,72,N
1,7,1,0,4,3,1,17,23.2,11.14,2880.7,0.09,55,0.09,160.04,258.51,26,29,14,12,22,N
11,17,3,7,9,4,3,37,35.91,30.24,32842,0.36,187,0.03,1824.56,1085.98,75,112,31,25,60,Y
10,29,0,19,15,13,5,71,80.51,12.73,13052.74,0.34,175,0.08,725.15,1025.15,73,102,43,15,102,Y
0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,5,N
5,9,0,0,5,3,1,26,15.28,20,6110.57,0.1,65,0.05,339.48,305.53,25,40,10,16,33,N
0,1,0,0,1,1,1,5,29.09,3.3,316.8,0.03,24,0.3,17.6,96,11,13,10,6,7,N
9,59,0,34,30,16,20,103,53.69,45.81,112660.96,0.82,404,0.02,6258.94,2459.33,148,256,42,26,148,N
5,13,0,14,7,4,1,39,19.65,29.36,16939.37,0.19,120,0.03,941.08,576.88,38,82,11,17,60,N
0,1,0,0,1,1,1,4,17.23,1.5,38.77,0.01,10,0.67,2.15,25.85,3,7,3,3,6,Y
5,7,0,0,4,3,3,43,56.37,13.5,10273.98,0.25,143,0.07,570.78,761.04,63,80,28,12,50,N
34,71,0,37,37,12,11,211,35.52,109.87,428738.87,1.3,669,0.01,23818.83,3902.2,262,407,31,26,284,N
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,1,N
3,3,0,0,2,2,1,12,40.04,4.9,961.45,0.07,44,0.2,53.41,196.21,21,23,15,7,17,N
3,3,0,0,2,2,1,6,18.98,2.92,161.44,0.02,16,0.34,8.97,55.35,7,9,6,5,11,Y
3,11,0,0,6,2,4,24,26.88,20.83,11665.16,0.19,111,0.05,648.06,559.93,50,61,18,15,29,N
1,5,0,1,3,3,1,19,30.94,11.53,4112.56,0.12,72,0.09,228.48,356.7,28,44,17,14,23,N
13,95,0,0,48,25,32,110,47.49,54.66,141892.68,0.87,449,0.02,7882.93,2595.83,177,272,34,21,127,N
3,13,0,0,7,4,3,17,21.65,27.94,16901.09,0.2,117,0.04,938.95,604.88,50,67,17,19,22,N
3,3,0,0,2,2,1,16,15.32,18.86,5447.06,0.1,68,0.05,302.61,288.86,22,46,7,12,22,Y
8,5,0,4,3,1,1,24,29.97,28.88,24986.23,0.29,180,0.03,1388.12,865.32,77,103,16,12,41,N
2,3,0,0,2,2,1,7,37.15,5.63,1175.48,0.07,45,0.18,65.3,208.97,20,25,16,9,11,N
6,17,0,2,9,5,5,22,23.11,28.16,18322.03,0.22,129,0.04,1017.89,650.73,53,76,16,17,32,N
15,29,0,9,15,8,8,79,43.83,52.17,119289.6,0.76,392,0.02,6627.2,2286.49,166,226,35,22,107,N
4,17,0,0,9,1,8,32,19.2,25.97,12946.24,0.17,98,0.04,719.24,498.57,41,57,15,19,38,N
10,17,0,2,9,8,4,63,42.01,32.34,43942.85,0.45,235,0.03,2441.27,1358.62,90,145,32,23,77,Y
1,5,0,0,3,3,1,29,17.67,39.38,27392.06,0.23,156,0.03,1521.78,695.67,45,111,8,14,32,N
5,59,0,7,30,12,29,40,46.32,36.13,60457.08,0.56,295,0.03,3358.73,1673.37,112,183,31,20,55,N
6,3,0,3,2,1,1,15,20.31,12.5,3172.8,0.08,54,0.08,176.27,253.82,25,29,13,13,27,N
5,9,0,0,5,5,4,30,28.2,22.19,13888.67,0.21,122,0.05,771.59,625.77,47,75,18,17,37,N
1,9,0,0,5,5,1,32,44.94,9.5,4055.55,0.14,87,0.11,225.31,426.9,38,49,20,10,35,N
3,11,2,0,6,2,6,13,11.32,23.38,6187.36,0.09,57,0.04,343.74,264.7,22,35,8,17,20,N
11,7,0,3,4,3,3,28,38.46,16.12,9999.38,0.21,115,0.06,555.52,620.12,43,72,24,18,44,Y
4,15,2,0,8,8,7,14,34.59,8.75,2648.31,0.1,60,0.11,147.13,302.66,21,39,18,15,23,N
2,7,0,0,4,2,1,8,21.4,10.5,2358.96,0.07,49,0.1,131.05,224.66,21,28,12,12,12,Y
4,3,0,0,2,2,1,20,47.15,9.46,4220.54,0.15,85,0.11,234.47,446.07,41,44,26,12,26,N
3,7,2,0,4,2,1,11,18.89,13.59,3489.57,0.09,56,0.07,193.87,256.76,23,33,11,13,18,N
4,23,2,15,12,7,8,20,39.5,22.5,19997.14,0.3,167,0.04,1110.95,888.76,75,92,25,15,43,N
10,25,0,12,13,8,6,50,37.81,29.24,32322.63,0.37,205,0.03,1795.7,1105.43,86,119,25,17,74,Y
2,1,0,0,1,1,1,9,17.55,10.21,1831.49,0.06,43,0.1,101.75,179.31,13,30,7,11,13,N
3,14,0,2,8,4,1,32,46.31,12.69,7456.8,0.2,107,0.08,414.27,587.63,46,61,29,16,39,N
1,1,0,0,1,1,1,2,8,3,72,0.01,8,0.33,4,24,2,6,2,6,5,Y
3,5,0,0,3,2,1,8,13,13.22,2272.84,0.06,38,0.08,126.27,171.9,17,21,9,14,13,N
7,21,0,6,11,7,4,57,32.49,23.8,18404.41,0.26,152,0.04,1022.47,773.29,68,84,20,14,72,N
3,3,0,8,2,1,1,10,14.43,9.29,1244.1,0.04,31,0.11,69.12,133.98,10,21,7,13,24,N
4,12,0,0,7,7,1,38,23.5,28.82,19520.13,0.23,130,0.03,1084.45,677.23,49,81,17,20,44,N
8,11,0,6,6,2,3,21,18.35,27,13376.33,0.17,100,0.04,743.13,495.42,39,61,13,18,38,N
9,11,0,1,6,4,4,61,42,35.83,53931.11,0.5,249,0.03,2996.17,1505.05,86,163,36,30,74,N
1,7,0,0,4,3,1,35,39.34,20.7,16855.08,0.27,153,0.05,936.39,814.25,69,84,25,15,39,N
1,3,0,0,2,2,1,7,11.31,7.2,586.15,0.03,22,0.14,32.56,81.41,9,13,5,8,10,N
7,11,0,1,6,3,6,24,17.66,30,15889.84,0.18,105,0.03,882.77,529.66,39,66,13,20,34,Y
0,3,0,0,2,1,1,3,20.08,2.5,125.47,0.02,14,0.4,6.97,50.19,7,7,7,5,5,N
1,1,0,0,1,1,1,2,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,3,7,3,7,5,N
5,19,0,0,10,3,5,59,59.99,23.48,33065.46,0.47,233,0.04,1836.97,1408.34,108,125,46,20,66,N
3,13,0,2,7,6,6,16,21.07,13.09,3610.26,0.09,58,0.08,200.57,275.78,18,40,11,16,24,N
36,81,1,86,41,15,23,132,111.55,23.16,59845.66,0.86,381,0.04,3324.76,2583.7,166,215,86,24,255,Y
0,1,0,0,1,1,1,3,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,4,5,3,4,5,N
0,3,0,0,2,1,1,5,10.58,7.2,548.26,0.03,20,0.14,30.46,76.15,8,12,5,9,5,N
37,31,0,51,16,16,16,147,63.23,34.26,74205.86,0.72,380,0.03,4122.55,2166.17,169,211,37,15,238,N
14,17,9,22,9,2,5,16,21.17,24.57,12780.35,0.17,106,0.04,710.02,520.13,43,63,14,16,63,Y
0,3,0,0,2,1,1,7,17.27,5.57,536.04,0.03,26,0.18,29.78,96.21,13,13,7,6,9,N
3,5,0,0,3,2,3,9,15.13,12,2178.25,0.06,42,0.08,121.01,181.52,16,26,8,12,14,N
12,75,1,25,38,20,28,88,58.79,37.42,82331.93,0.73,348,0.03,4574,2200.03,139,209,52,28,128,N
0,5,0,0,3,2,1,7,13.95,7,683.71,0.03,25,0.14,37.98,97.67,7,18,5,10,9,Y
3,5,2,0,3,3,1,18,43.05,7.75,2585.93,0.11,68,0.13,143.66,333.67,31,37,20,10,25,N
7,21,0,28,11,7,6,63,49.19,23.24,26572.76,0.38,196,0.04,1476.26,1143.25,86,110,37,20,100,N
3,1,2,0,1,1,1,12,38.95,12.22,5818.78,0.16,98,0.08,323.27,476.08,40,58,18,11,19,Y
32,189,7,33,95,63,19,428,97.55,110.46,1190340.29,3.59,1644,0.01,66130.02,10775.74,682,962,71,23,502,Y
6,7,0,7,4,3,1,31,47.85,12.55,7531.29,0.2,118,0.08,418.41,600.32,46,72,22,12,47,N
24,65,8,9,33,24,24,141,125.76,37.58,177585.78,1.58,721,0.03,9865.88,4725.86,232,489,71,23,185,Y
0,9,0,0,5,1,5,9,11.92,9.6,1098.71,0.04,28,0.1,61.04,114.45,8,20,5,12,11,Y
4,5,0,0,3,2,1,14,13.47,10.21,1405.56,0.05,33,0.1,78.09,137.61,13,20,7,11,20,N
3,1,0,0,1,1,1,6,13.44,8.33,933.33,0.04,28,0.12,51.85,112,10,18,6,10,11,Y
4,3,0,0,2,2,1,8,37.53,6.19,1436.69,0.08,50,0.16,79.82,232.19,22,28,16,9,14,Y
2,7,0,0,4,4,3,11,27.14,10.56,3027.43,0.1,59,0.09,168.19,286.62,26,33,16,13,15,N
2,7,0,0,4,1,4,8,15.63,7.5,879.05,0.04,30,0.13,48.84,117.21,10,20,6,9,12,N
2,11,0,0,6,3,1,16,17.27,15.4,4095.29,0.09,58,0.06,227.52,265.93,22,36,10,14,20,N
2,3,0,0,2,2,1,8,11.56,6.4,473.66,0.02,20,0.16,26.31,74.01,8,12,5,8,12,N
4,3,0,3,2,2,1,13,19.18,15.68,4717.53,0.1,64,0.06,262.08,300.83,23,41,11,15,22,N
5,11,0,5,6,2,6,12,22.54,11.54,3000.65,0.09,56,0.09,166.7,260.06,25,31,13,12,24,N
1,1,0,4,1,1,1,4,38.13,3.5,467.03,0.04,32,0.29,25.95,133.44,14,18,12,6,11,N
1,9,0,0,5,1,5,10,18,9.5,1624.19,0.06,41,0.11,90.23,170.97,19,22,9,9,11,N
1,7,0,0,4,3,3,21,29.38,17,8489.72,0.17,99,0.06,471.65,499.4,32,67,16,17,24,N
1,1,0,0,1,1,1,4,19.93,2.33,108.52,0.02,14,0.43,6.03,46.51,7,7,6,4,7,N
6,21,0,0,11,5,11,24,39.6,16.8,11176.05,0.22,125,0.06,620.89,665.24,56,69,25,15,32,N
2,3,0,0,2,2,1,14,47.28,8.67,3551.5,0.14,77,0.12,197.31,409.79,36,41,27,13,16,N
0,1,1,0,1,1,1,1,0,0,0,0,2,0,0,2,0,2,0,2,5,N
1,11,3,0,6,3,1,21,13.2,30,11884.29,0.13,95,0.03,660.24,396.14,30,65,6,12,27,N
8,19,0,0,10,4,5,67,45.69,29.33,39316.83,0.45,226,0.03,2184.27,1340.35,104,122,39,22,75,Y
4,11,0,3,6,5,4,27,44.34,12.04,6427.26,0.18,101,0.08,357.07,533.83,43,58,25,14,36,Y
7,7,4,6,4,4,1,20,35.66,14.76,7768.89,0.18,97,0.07,431.61,526.35,41,56,25,18,39,N
2,3,0,0,2,2,1,11,29.74,6.87,1405.66,0.07,43,0.15,78.09,204.46,20,23,16,11,15,Y
1,3,0,0,2,2,1,4,11.89,4.67,259.02,0.02,15,0.21,14.39,55.51,8,7,6,7,7,N
0,7,0,0,4,4,1,13,10.76,15.75,2669.82,0.06,49,0.06,148.32,169.51,18,31,4,7,15,N
3,5,0,0,3,3,1,16,20.15,12.38,3085.52,0.08,61,0.08,171.42,249.34,22,39,8,9,21,Y
14,9,0,1,5,5,1,151,144.81,38.29,212301.39,1.85,852,0.03,11794.52,5544.64,388,464,76,15,168,Y
2,3,0,0,2,2,1,8,13.26,6.42,546.12,0.03,23,0.16,30.34,85.11,11,12,6,7,12,N
4,11,0,0,6,3,6,33,27.41,29.62,24040,0.27,157,0.03,1335.56,811.68,53,104,17,19,41,N
3,7,0,0,4,2,4,8,14.22,12.86,2350.76,0.06,41,0.08,130.6,182.84,12,29,7,15,13,N
2,1,0,0,1,1,1,47,405.82,4.76,9185.57,0.64,315,0.21,510.31,1930.72,157,158,66,4,49,N
25,13,1,12,7,3,5,34,20.08,27.64,15341.79,0.19,111,0.04,852.32,555,43,68,14,18,75,N
9,17,0,5,9,5,7,52,18.47,53.14,52152.4,0.33,187,0.02,2897.36,981.36,62,125,14,24,68,Y
5,9,0,0,5,3,3,21,32.99,13.74,6225.85,0.15,87,0.07,345.88,453.22,29,58,19,18,28,N
5,7,0,3,4,3,4,23,23.93,14,4690,0.11,67,0.07,260.56,335,28,39,16,16,33,Y
3,5,0,2,3,3,1,10,19.5,12.92,3256.73,0.08,53,0.08,180.93,252.01,24,29,13,14,17,N
1,5,0,0,3,2,1,10,8.65,15.6,2104.23,0.04,33,0.06,116.9,134.89,13,20,5,12,13,N
0,1,0,0,1,1,1,5,28.98,1.75,88.76,0.02,16,0.57,4.93,50.72,7,9,6,3,7,N
4,3,0,1,2,2,1,14,35.58,6.42,1465.09,0.08,47,0.16,81.39,228.33,21,26,18,11,21,N
1,7,0,0,4,4,4,7,21.46,8.8,1662.05,0.06,43,0.11,92.34,188.87,16,27,10,11,10,N
4,9,0,2,5,5,1,34,48.92,15.34,11511.96,0.25,143,0.07,639.55,750.45,59,84,25,13,44,N
2,15,0,0,8,1,8,12,13.53,22.75,7000.19,0.1,69,0.04,388.9,307.7,26,43,8,14,16,N
6,27,1,4,14,12,10,95,52.79,41.26,89865.49,0.73,353,0.02,4992.53,2177.98,146,207,46,26,109,N
1,1,0,0,1,1,1,3,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,4,5,3,4,6,N
0,3,0,0,2,2,1,5,6.88,8.75,527,0.02,19,0.11,29.28,60.23,5,14,2,7,7,N
0,3,0,0,2,1,1,8,13.69,6.43,565.71,0.03,22,0.16,31.43,88,10,12,7,9,8,N
4,9,0,0,5,2,5,7,10.54,16.25,2783.63,0.06,39,0.06,154.65,171.3,13,26,6,15,13,N
10,7,0,4,4,3,4,54,59.95,25.41,38699.58,0.51,252,0.04,2149.98,1523.19,95,157,43,23,70,Y
0,3,0,0,2,1,1,9,7,6,252,0.01,14,0.17,14,42,4,10,2,6,11,N
0,3,0,1,2,2,1,11,19.11,13.36,3413.23,0.09,55,0.07,189.62,255.41,21,34,11,14,15,N
0,1,0,0,1,1,1,2,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,4,N
3,7,0,0,4,2,3,11,14.45,11.25,1828.52,0.05,35,0.09,101.58,162.53,15,20,10,15,17,N
26,1,0,0,1,1,1,112,218.15,19.5,82950.38,1.42,631,0.05,4608.35,4253.87,282,349,94,13,140,N
6,3,0,0,2,2,1,27,48.95,11.28,6228.84,0.18,106,0.09,346.05,552.2,47,59,25,12,35,N
1,9,0,0,5,1,5,11,11.57,12.1,1694,0.05,35,0.08,94.11,140,11,24,5,11,15,N
3,7,0,2,4,3,4,22,27.91,10.29,2957.95,0.1,58,0.1,164.33,287.34,25,33,17,14,29,N
5,47,0,15,24,18,14,99,48.41,64.55,201710.52,1.04,529,0.02,11206.14,3124.75,223,306,38,22,123,N
1,3,0,0,2,2,1,4,8.79,8,562.59,0.02,18,0.13,31.26,70.32,8,10,5,10,7,N
1,1,0,0,1,1,1,14,12,14,2352.08,0.06,53,0.07,130.66,168.01,14,39,3,6,17,N
5,6,0,0,5,1,1,19,32.85,5,821.17,0.05,38,0.2,45.62,164.23,10,28,10,10,26,N
0,1,0,0,1,1,1,3,6.18,5,154.4,0.01,11,0.2,8.58,30.88,4,7,2,5,5,N
4,3,0,0,2,1,1,7,43.37,2.88,360.86,0.04,30,0.35,20.05,125.1,15,15,13,5,13,Y
7,49,0,5,25,16,25,29,44.01,20.98,19367.71,0.31,180,0.05,1075.98,923.27,71,109,22,13,43,Y
1,16,0,5,10,6,1,56,31.58,32.52,33399.05,0.34,187,0.03,1855.5,1026.98,68,119,23,22,65,N
5,3,0,0,2,2,1,14,36.99,4.75,834.54,0.06,40,0.21,46.36,175.69,19,21,14,7,21,N
11,43,4,32,22,1,7,67,30.11,80.29,194151.18,0.81,403,0.01,10786.18,2418,182,221,34,30,114,N
19,35,9,16,18,18,13,69,60.79,29.5,52898.93,0.6,300,0.03,2938.83,1793.18,118,182,42,21,115,Y
4,3,0,0,2,2,1,9,22.93,10.5,2528.5,0.08,54,0.1,140.47,240.81,21,33,11,11,15,N
7,5,0,0,3,3,3,21,24.16,9.09,1996.51,0.07,50,0.11,110.92,219.62,20,30,11,10,30,N
2,17,0,4,9,5,8,15,27.29,21.62,12754.41,0.2,118,0.05,708.58,590,49,69,17,15,23,N
0,3,0,0,2,2,1,10,37.09,4.5,751.09,0.06,38,0.22,41.73,166.91,18,20,14,7,12,N
1,3,0,0,2,2,1,7,26.62,7.31,1421.44,0.06,43,0.14,78.97,194.51,19,24,13,10,10,N
21,3,0,9,2,2,1,29,168.31,4.07,2790.02,0.23,118,0.25,155,685.27,57,61,49,7,61,Y
2,7,0,0,4,4,1,16,14.61,15.33,3434.79,0.07,51,0.07,190.82,224.01,23,28,9,12,20,Y
36,11,0,60,6,4,3,123,130.81,36.93,178388.89,1.61,718,0.03,9910.49,4830.65,282,436,84,22,222,N
5,7,0,5,4,4,4,25,48.68,13.27,8572.59,0.22,124,0.08,476.25,645.97,49,75,24,13,37,N
34,9,0,14,5,5,1,81,98.68,25.66,64955.35,0.84,395,0.04,3608.63,2531.71,191,204,67,18,132,N
10,39,0,4,20,15,16,76,88.31,25.69,58274.06,0.76,362,0.04,3237.45,2268.58,137,225,56,21,93,Y
3,7,0,0,4,2,4,17,24.86,23.5,13728.74,0.19,113,0.04,762.71,584.2,47,66,18,18,20,N
5,9,0,6,5,5,1,29,27.9,12.47,4336.31,0.12,74,0.08,240.91,347.83,34,40,15,11,42,N
4,7,0,1,4,4,1,26,36.01,10.31,3829.39,0.12,79,0.1,212.74,371.33,33,46,16,10,33,Y
3,3,0,0,2,2,1,14,49.68,4.86,1173.86,0.08,52,0.21,65.2,241.48,25,27,18,7,19,N
5,3,0,1,2,2,1,13,37.2,11.29,4741.58,0.14,84,0.09,263.42,420,33,51,19,13,21,N
7,9,0,18,5,4,3,37,49.2,30.02,44323.13,0.49,263,0.03,2462.4,1476.67,113,150,32,17,65,N
7,11,0,9,6,3,1,36,26.76,13,4521.86,0.12,78,0.08,251.21,347.84,26,52,11,11,54,N
6,3,0,0,2,2,1,9,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,17,N
7,7,0,0,4,4,4,32,24.04,18.64,8349.4,0.15,102,0.05,463.86,448.02,41,61,11,10,41,N
2,3,1,1,2,2,1,8,19.75,6.67,877.91,0.04,31,0.15,48.77,131.69,12,19,9,10,14,N
1,3,0,0,2,2,1,7,16.49,5,412.27,0.03,23,0.2,22.9,82.45,10,13,6,6,10,Y
0,3,0,0,2,1,1,4,13.67,6,492.27,0.03,21,0.17,27.35,82.04,6,15,5,10,6,Y
7,5,1,0,3,3,1,20,33.43,13.71,6287.07,0.15,88,0.07,349.28,458.43,36,52,21,16,30,N
4,5,4,0,3,3,1,15,35.84,10.82,4194.69,0.13,75,0.09,233.04,387.74,34,41,22,14,25,N
7,13,0,0,7,4,1,33,31.01,19.9,12288.08,0.21,116,0.05,682.67,617.34,44,72,21,19,42,Y
3,7,0,0,4,1,4,17,21.71,18.31,7276.54,0.13,81,0.05,404.25,397.46,28,53,13,17,23,N
2,1,0,1,1,1,1,5,22.86,3.5,280,0.03,20,0.29,15.56,80,9,11,9,7,10,N
4,17,0,0,9,4,9,17,32.04,13.65,5972.17,0.15,86,0.07,331.79,437.52,39,47,20,14,23,N
9,9,4,3,5,4,1,39,28.78,18.38,9716.87,0.18,110,0.05,539.83,528.81,49,61,16,12,57,Y
0,1,0,0,1,1,1,3,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,6,N
2,7,0,0,4,3,1,15,20.2,10,2020.47,0.07,46,0.1,112.25,202.05,22,24,11,10,19,N
3,7,0,2,4,4,1,14,35.85,2.5,224.06,0.03,25,0.4,12.45,89.62,10,15,8,4,21,N
1,3,1,0,2,2,1,5,25.66,5.73,841.6,0.05,34,0.17,46.76,146.95,14,20,11,9,9,N
3,3,0,3,2,1,1,17,20.49,17,5922.62,0.12,71,0.06,329.03,348.39,26,45,13,17,23,N
1,7,1,0,4,2,1,12,15.11,11.33,1941.4,0.06,39,0.09,107.86,171.3,17,22,9,12,16,N
3,7,0,0,4,2,4,18,17.53,18.75,6164.28,0.11,67,0.05,342.46,328.76,25,42,12,18,23,N
1,5,0,0,3,3,1,15,25.88,8.18,1732.7,0.07,49,0.12,96.26,211.77,20,29,11,9,19,N
4,1,0,0,1,1,1,11,60.12,5.33,1710.01,0.11,66,0.19,95,320.63,28,38,21,8,18,N
1,1,0,0,1,1,1,3,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,5,10,4,7,6,N
4,7,0,0,4,2,1,15,17.07,13.09,2925.55,0.07,47,0.08,162.53,223.48,18,29,11,16,21,N
21,65,13,26,33,28,24,126,96.84,48.12,224202.6,1.55,694,0.02,12455.7,4659.69,278,416,78,27,188,N
2,5,1,0,3,2,1,10,23.94,9,1939.44,0.07,47,0.11,107.75,215.49,18,29,12,12,15,Y
0,1,0,1,1,1,1,4,9.39,7,460.1,0.02,19,0.14,25.56,65.73,8,11,4,7,5,N
3,3,0,0,2,2,1,7,29.2,4.36,556.09,0.04,30,0.23,30.89,127.44,12,18,11,8,12,N
3,29,0,0,15,7,15,36,32.22,21.33,14662.91,0.23,134,0.05,814.61,687.32,64,70,21,14,43,N
1,7,0,0,4,4,1,13,30.47,8.46,2181.75,0.09,57,0.12,121.21,257.83,22,35,13,10,16,N
0,1,0,0,1,1,1,2,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,5,8,5,7,4,N
4,5,0,2,3,3,1,15,61.04,9.81,5879.93,0.2,115,0.1,326.66,599.09,53,62,27,10,25,N
3,1,0,0,1,1,1,12,27.93,9.23,2380.09,0.09,57,0.11,132.23,257.83,24,33,13,10,18,N
